23 февраля,8 марта,BU_Level1,BU_Level2,BU_Level3,BU_Level4,IT,ItemEAN,Qty,Unnamed: 11,Unnamed: 12,Unnamed: 13,age,baseprice,child,date,id,man,name,woman,Бокс,Видеоигры,Видеомонтаж,Вне праздника,Годовщина отношений,День Святого Валентина,День рождения,Кино,Кулинария,Музыка,Настольные игры,Новый год,Рисование,Рукоделие,Спорт,Туризм,Фотография,Футбол,Цветоводство,Чтение,cat_ya_id,cat_ya
1,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Средства для бритья мужские,Набор средств для бритья мужской,0,8004395003594,1,,,,31.695652173913043,1558.73,0,2020-02-09 21:02:04,,1,"Proraso Набор для бритья ""Gino"": крем до бритья, 100 мл, крем для бритья, 150 мл, бальзам после бритья, 100 мл",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480722,Средства для бритья
1,0,Канцелярские товары,Писче-бумажная продукция,"Ежедневники, еженедельники, планнер","Планер, планинг",0,4606224048680,1,,,,34.0,213.83,0,2020-02-06 21:07:48,,0,Brauberg Планинг Cayman недатированный 60 листов цвет черный 123918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90747,"Ежедневники, записные книжки"
1,0,Одежда,Одежда мужская,Основная одежда мужская,Пиджак мужской,0,4690589783294,1,,,,40.416666666666664,1859.38,0,2020-02-06 15:30:52,,1,"Пиджак мужской oodji Basic, цвет: темно-синий. 2B420019M/44320N/7900N. Размер 48",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811899,Жакеты
1,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Стайлинг для мужчин,Лак для волос мужской,0,5016155124473,1,,,,34.75,405.0,0,2020-02-09 13:58:35,,1,"Johnny's Chop Shop Johnny's Fix Hairspray лак для волос, 200 мл",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239503,Лаки и спреи
1,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Стайлинг для мужчин,Помада для укладки мужская,0,5016155124374,1,,,,27.0,546.0,0,2020-02-05 17:28:59,,1,"Johnny's Chop Shop Johnny's Sheen Hair Pomade помада для волос, 75 г",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239550,Воск и паста
1,0,Спортивные товары и товары для активного отдыха,Туризм,"Приготовление пищи, посуда туристическая",Растопка для костра,0,4607051083875,2,,,,43.0,180.0,0,2020-02-07 13:57:49,,0,"Набор средств для розжига ""Охотник-1"", ""SOLARIS"", 24 предмета",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13776889,Очаги для костра
1,0,Одежда,Одежда мужская,Основная одежда мужская,"Толстовка, свитшот мужские",0,4690589790780,1,,,,30.0,619.38,0,2020-02-07 11:58:35,,1,"Свитшот мужской oodji Lab, цвет: темный хаки. 5L113092M/46771N/6800N. Размер M (50)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811908,Толстовки
1,0,Канцелярские товары,Писче-бумажная продукция,"Ежедневники, еженедельники, планнер",Ежедневник датированный,0,8058647628714,1,,,,32.0,1040.0,0,2020-02-05 14:42:45,,0,"Moleskine Ежедневник Classic Pocket 400 листов в линейку, на 2020 год, цвет черный",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90747,"Ежедневники, записные книжки"
1,0,Галантерея,Аксессуары,"Перчатки, варежки",Женские перчатки кожаные утепленные,0,2000958014362,1,,,,59.0,348.0,0,2020-02-09 09:22:58,,0,Перчатки,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811940,Перчатки и варежки
1,0,Галантерея,Аксессуары,"Перчатки, варежки",Мужские варежки кожаные,0,4606700170706,1,,,,38.05747126436781,558.0,0,2020-02-08 21:32:54,,1,"Варежки женские Canoe Ida, цвет: серый. 6700170. Размер унивесальный",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811940,Перчатки и варежки
1,0,Одежда,Одежда мужская,Основная одежда мужская,Водолазка мужская,0,4680488212957,1,,,,38.892857142857146,334.18,0,2020-02-06 20:52:48,,1,"Водолазка мужская oodji Basic, цвет: серый меланж. 5B513001M/46737N/2300M. Размер S (46/48)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811909,Свитеры и кардиганы
1,0,"Мебель, интерьер и декор",Мебель,Компьютерная и офисная мебель,Кресло игровое,0,0732330415611,1,,,,60.0,13993.0,0,2020-02-06 19:39:45,,0,"Tesoro Technology Zone Balance F710, Black игровое кресло",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10785222,Компьютерные кресла
1,0,"Рукоделие, творчество, хобби",Хобби детское,Мозаика,Мозаика,0,4680211132613,1,,,,8.0,80.53,1,2020-02-08 20:57:42,,0,Мульти-Пульти Картина мозаикой В мире птиц,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13045526,Мозаика
1,0,Канцелярские товары,Писче-бумажная продукция,"Ежедневники, еженедельники, планнер",Еженедельник недатированный,0,4606086275811,1,,,,37.0,72.42,0,2020-02-06 19:27:53,,0,Канц-Эксмо Еженедельник Орнамент Изящный стиль недатированный 72 листа формат А5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90747,"Ежедневники, записные книжки"
1,0,Одежда,Одежда спортивная,Термобелье спортивное,Термобелье женское - штаны,0,7318572538573,1,,,,26.0,1964.7,0,2020-02-08 16:25:10,,0,"Термобелье брюки женские Craft Active Extreme, цвет: черный. 1904493/9999. Размер M (46)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8276627,Термобелье
1,0,Одежда,Одежда мужская,Основная одежда мужская,Кардиган мужской,0,4690589958814,1,,,,35.0,1399.01,0,2020-02-09 22:25:41,,1,"Рубашка мужская oodji Lab, цвет: темно-синий. 5L902005M/47164N/7900N. Размер XL (56)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812161,Свитеры и кардиганы
1,0,Галантерея,Аксессуары,"Перчатки, варежки",Мужские перчатки кожаные утепленные,0,4606032409772,1,,,,36.39408866995074,1720.0,0,2020-02-09 21:48:44,,1,"Перчатки женские Eleganzza, цвет: красный. IS990. Размер 8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811940,Перчатки и варежки
1,0,Обувь,Обувь мужская,Тапочки мужские,"Мужские Тапочки, чешки",0,0887350815849,1,,,,36.316489361702125,1114.0,0,2020-02-09 18:47:29,,1,"Тапки Crocs Classic Slipper, цвет: черный. 203600-060. Размер 4-6 (36/37)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7815004,Домашняя обувь
1,0,Одежда,Одежда мужская,Основная одежда мужская,"Кофта, лонгслив мужские",0,4680488065799,1,,,,35.095477386934675,303.18,0,2020-02-05 20:44:33,,1,"Лонгслив мужской oodji Basic, цвет: черный. 5B515005M/47885N/2900N. Размер M (50)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812151,Футболки и майки
1,0,Канцелярские товары,Писче-бумажная продукция,"Ежедневники, еженедельники, планнер",Еженедельник датированный,0,4606086277839,2,,,,33.911764705882355,82.26,0,2020-02-09 23:17:16,,0,Канц-Эксмо Ежедневник Офисный стиль Геометрия полудатированный 192 листа цвет красный формат А5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90747,"Ежедневники, записные книжки"
1,0,Одежда,"Домашняя одежда, ЧНИ, белье",Домашняя одежда женская,"Пижама, ночная сорочка женская",0,4605105099490,1,,,,27.0,237.14,0,2020-02-05 10:27:12,,0,"Ночная рубашка женская Коллекция, цвет: серый. ОСРН-2. Размер 48",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811911,Домашняя одежда
1,0,Спортивные товары и товары для активного отдыха,Всесезонные виды спорта,Футбол,Щитки футбольные,0,5037823888954,1,,,,29.607142857142858,399.52,0,2020-02-08 18:23:31,,0,"Щитки футбольные Mitre ""Aircell Speed"", цвет: черный. Размер M",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,294675,Спортивная защита
1,0,"Парфюмерия, косметика",Парфюмерия,Парфюмерия для мужчин,Парфюмерная вода мужская,0,3423473032861,1,,,,35.55223880597015,2111.4,0,2020-02-09 02:41:32,,1,DOLCE&GABBANA Light Blue Eau Intense Pour Homme парфюмерная вода мужская 50 мл.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15927546,Парфюмерия
1,0,"Рукоделие, творчество, хобби",Рисование для детей,Товары для художников,Медиум,0,3167860510005,1,,,,11.0,126.32,1,2020-02-07 09:18:55,,0,Pebeo Медиум осветляющий (лак-разбавитель) красок Vitrail 45 мл 051-000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1003092,Матрасы
1,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Стайлинг для мужчин,Мусс для волос мужской,0,0669316418376,1,,,,26.0,900.05,0,2020-02-07 15:55:15,,1,"American Crew Control Foam Пена для контроля укладки сильной фиксации, 200 мл",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239527,Мусс и пенка
1,0,"Мебель, интерьер и декор",Мебель,Компьютерная и офисная мебель,Компьютерные и офисные кресла,0,4606224157382,1,,,,36.5,7082.7,0,2020-02-06 17:19:02,,0,"Кресло офисное Brabix ""Genesis EX-517"", цвет: белый, черный 531573",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10785222,Компьютерные кресла
1,0,Продукты питания,Торты и пирожные (не кремовые),Торты (не кремовые),Торты (не кремовые),0,4607001416142,1,,,,43.0,98.24,0,2020-02-06 02:20:04,,0,"Baker House немецкий Kuchen пирог ваниль, 350 г",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91340,"Торты, пирожные, бисквиты, коржи"
1,0,Галантерея,Бижутерия,Браслет бижу,Бижу браслет детский,0,4665298431583,1,,,,5.0,118.3,1,2020-02-06 13:08:13,,0,"Браслет Андерсен ""Первый бал"", цвет: жемчужный. 41504бр02",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10682603,Украшения для девочек
1,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Уход за лицом и телом для мужчин,Наборы для ухода за лицом и телом мужские,0,4620018870981,1,,,,34.458333333333336,157.48,0,2020-02-05 18:36:13,,1,"Q.P. Victory ""Red Label Woodspicy Fragrance"": Шампунь 2в1, 320 мл + Бальзам после бритья охлаждающий, 100 мл",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480738,Наборы
1,0,Одежда,Одежда мужская,Основная одежда мужская,Комплект одежды мужской,0,OZN144327232,1,,,,38.0,640.0,0,2020-02-07 09:03:43,,1,"Комплект термобелья мужской Серебряный пингвин: лонгслив, кальсоны, цвет: черный. С-6051-К. Размер 44",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7940839,Футболки и майки
1,0,Обувь,Обувь мужская,Обувь мужская летняя,Мужские Шлепанцы,0,883503476912,1,,,,42.0,891.0,0,2020-02-08 15:58:00,,1,"Сланцы Crocs Crocband Flip, цвет: темно-синий. 11033-410. Размер 10/12 (42/43)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7815004,Домашняя обувь
1,0,Галантерея,Аксессуары,Головные уборы,Женская пляжная шляпа,0,4690359315076,1,,,,38.833333333333336,720.0,0,2020-02-06 23:37:11,,0,GL51-5 blue Шляпа жен. целлюлоза,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811935,Головные уборы
1,0,Одежда,Одежда мужская,Основная одежда мужская,Майка мужская,0,4680488500351,1,,,,38.284974093264246,86.18,0,2020-02-05 14:11:22,,1,"Майка мужская oodji Basic, цвет: белый. 5B700000M/44135N/1000N. Размер L (52/54)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7940839,Футболки и майки
1,0,Галантерея,Кожгалантереи,"Ремень, пояс, подтяжки",Женский кожаный пояс,0,2003000035551,1,,,,38.064516129032256,660.0,0,2020-02-06 22:33:21,,0,"Пояс женский Модные истории, цвет: бежевый. 91/0299/006. Размер 220 см",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812175,Ремни и пояса
1,0,"Рукоделие, творчество, хобби",Рисование для детей,Товары для художников,Маркеры для художников,0,3167868041013,1,,,,9.0,148.94,1,2020-02-07 23:37:05,,0,Pebeo Маркер для ткани Setaskrib+ Opaque цвет золотистый металлик 804101,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13626061,Фломастеры
1,0,Одежда,"Домашняя одежда, ЧНИ, белье",Домашняя одежда женская,Комплект домашний женский,0,8680646793171,1,,,,39.15853658536585,743.0,0,2020-02-09 17:56:56,,0,"Комплект домашний женский Vienetta's Secret Love Story, цвет: бежевый. 709117 4047. Размер XL (50)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811911,Домашняя одежда
1,0,Одежда,"Домашняя одежда, ЧНИ, белье",Домашняя одежда женская,"Платье, туника домашние",0,4603663535030,1,,,,41.95049504950495,450.0,0,2020-02-08 12:56:22,,0,"Платье домашнее женское Melado Pretty, цвет: ягодный. 8206P-60008.1S-523.433. Размер 44",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811911,Домашняя одежда
1,0,Обувь,Обувь мужская,Обувь мужская летняя,Мужские Эспадрильи,0,8415002746412,1,,,,32.5,1091.14,0,2020-02-06 22:21:22,,1,"Эспадрильи мужские El Tempo, цвет: темно-синий. ER6_549 (1549)_MARINO. Размер 41",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7814995,Мокасины
1,0,Одежда,Одежда для беременных и кормящих,Основная одежда для беременных и кормящих,"Блуза, туника для беременных и кормящих",0,4680480076663,1,,,,40.0,1245.0,0,2020-02-09 09:47:34,,0,"Блузка для беременных BuduMamoy, цвет: белый. RI BL 1451 TL 652. Размер 44",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811897,Блузки и кофточки
1,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Набор косметики для ухода за кожей женский,Набор косметики для ухода за телом женский,0,0038949549205,1,,,,34.37316652286454,101.02,0,2020-02-08 08:50:05,,0,"Bath Therapy Мини 3-в-1: Шампунь, гель для душа, пена для ванны""Морская соль&Карамель"", 100 мл",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480738,Наборы
1,0,"Рукоделие, творчество, хобби",Рисование для детей,Товары для художников,Ручка для каллиграфии,0,4005402671182,1,,,,8.0,1000.3,1,2020-02-05 22:29:34,,0,Faber-Castell Набор ручек Серый 8 предметов,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13858511,Ручки
1,0,Электроника и электротовары,Фото и видео,Фотокамера,Зеркальная фотокамера,0,4549292116571,1,,,,19.0,19600.0,0,2020-02-06 00:05:02,,0,Зеркальный фотоаппарат Canon EOS 4000D Kit EF-S 18-55 III,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91148,Фотоаппараты
1,0,Галантерея,Кожгалантереи,"Ремень, пояс, подтяжки",Мужские подтяжки,0,4049909443613,1,,,,46.0,1053.85,0,2020-02-09 16:27:20,,1,"Подтяжки мужские Prym Эксклюзив, цвет: темно-синий, белый. 944361. Размер универсальный",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15625487,Ремни и подтяжки
1,0,"Парфюмерия, косметика",Парфюмерия,Парфюмерия для мужчин,Одеколон мужской,0,8005610711591,1,,,,45.958333333333336,858.5,0,2020-02-07 14:25:45,,1,James Bond Eau De Cologne Одеколон 30 мл,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15927546,Парфюмерия
1,0,Галантерея,Кожгалантереи,"Бумажник, портмоне, кошелек",Мужская Визитница/кредитница,0,4650100693709,1,,,,48.0,46.2,0,2020-02-09 19:59:22,,1,"Футляр для кредитных карт Magic Home ""Настоящий Мужик"". 79037",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812198,Визитницы и кредитницы
1,0,Одежда,Одежда мужская,Основная одежда мужская,Свитер мужской,0,8300899318364,1,,,,41.0,2696.3,0,2020-02-09 09:31:51,,1,"Свитер мужской United Colors of Benetton, цвет: синий, зеленый. 1224K1G65_901. Размер M (48/50)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811909,Свитеры и кардиганы
1,0,"Детские товары, игрушки",Спортивные товары для детей,Товары для подвижных игр,Игрушка-попрыгун,0,6942138952421,1,,,,5.0,618.41,1,2020-02-06 01:38:04,,0,"Надувной плотик Bestway ""Пегас"", 109 х 159 см",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10683245,Мячи и прыгуны
1,0,"Детские товары, игрушки",Спортивные товары для детей,Спортивный комплекс детский,Домик игровой детский,0,6942138950205,1,,,,7.0,535.62,1,2020-02-05 11:35:30,,0,"Домик для игр Bestway, 102 х 76 х 114 см",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10683242,Игровые домики и палатки
1,0,Галантерея,Путешествия,"Дорожные сумки, тележки",Сумка дорожная на колесах для путешествий,0,2100000003853,1,,,,39.52173913043478,1647.0,0,2020-02-06 09:28:16,,0,"Сумка дорожная, на колесах, цвет: хаки, 102 л",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7812207,Чемоданы
1,0,Одежда,Одежда мужская,Основная одежда мужская,Жилет мужской,0,4680488581046,1,,,,42.0,1239.38,0,2020-02-05 16:57:43,,1,"Жилет мужской oodji, цвет: черный. 1B811004M/25278N/2900N. Размер XXL (58;60)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812190,Жилеты
1,0,Галантерея,Аксессуары,"Перчатки, варежки",Мужские перчатки кожаные легкие,0,4606801010109,1,,,,37.65217391304348,372.0,0,2020-02-05 16:12:53,,1,"Перчатки мужские Canoe Odeon, цвет: черный. 6801010. Размер универсальный",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811940,Перчатки и варежки
1,0,Галантерея,Аксессуары,Головные уборы,Бандана,0,7613267741413,1,,,,38.0,506.0,0,2020-02-08 11:07:04,,1,"Бандана мужская Levi's®, цвет: синий. 7713806300. Размер универсальный",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812845,Аксессуары
1,0,"Детские товары, игрушки",Спортивные товары для детей,"Снегокат, тюбинг, сноускейт, ледянка",Снегокат,0,4603734782448,1,,,,8.0,3990.0,1,2020-02-06 09:38:08,,0,Самый легкий в мире алюминиевый снегокат Small Rider TRIO (золотой),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13488218,Снегокаты
1,0,Галантерея,Бижутерия,Брелок бижу,Брелок для ключей бижу,0,4260407133855,1,,,,27.0,864.0,0,2020-02-07 14:43:47,,0,Брелок для ключей Hello Cloud,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812196,Брелоки и ключницы
1,0,"Мебель, интерьер и декор",Авторская работа Хоум Декор,"Сувениры, подарки авторские",Браслет авторский,0,2090000065213,1,,,,32.0,820.0,0,2020-02-09 17:48:58,,0,"Браслет Kameo-bis, цвет черный",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634396,Браслеты
1,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Средства для бритья мужские,Аксессуар для ухода за бородой,0,X001K1ZRWZ,1,,,,37.0,979.0,0,2020-02-06 13:54:27,,1,"Трафарет для бороды и усов с расческой ""MANECODE""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14990285,Для бороды и усов
1,0,"Мебель, интерьер и декор",Авторская работа Хоум Декор,"Сувениры, подарки авторские",Кольцо авторское,0,2003520900018,1,,,,34.0,1520.0,0,2020-02-06 06:04:50,,0,"Кольцо Kameo-bis, R610030, синий",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081636,Комплекты
1,0,Галантерея,Аксессуары,Головные уборы,Женский комплект - головной убор + аксессуар,0,207008120005,1,,,,42.0,1475.0,0,2020-02-09 14:27:18,,0,"Комплект аксессуаров женский Nuages: шапка, снуд, цвет: голубой. NHK-812/05. Размер 52/56",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922144,Карнавальные костюмы
1,0,Ювелирные изделия,Серебро,Серьги серебро,Серебро серьги английский замок,0,,1,,,,43.0,1844.1,0,2020-02-05 17:21:22,,0,"Серьги женские Серебро России, серебро 925. TC-E00697-B-W-W-X-X",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91275,Серьги
1,0,Галантерея,Бижутерия,Браслет бижу,Бижу браслет незамкнутый женский,0,2000000377926,1,,,,27.0,233.0,0,2020-02-06 16:48:46,,0,"Браслет женский Кудесы ""Плетенка"", цвет: медь. 8.004",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,0,"Мебель, интерьер и декор",Авторская работа Хоум Декор,"Сувениры, подарки авторские","Бусы, колье, ожерелье авторское",0,2867005210739,1,,,,42.18518518518518,490.0,0,2020-02-09 05:23:00,,0,"Комплект бижутерии Castlelady Комплект бусы браслет серьги из жемчуга, 40 см",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634399,Колье
1,0,"Мебель, интерьер и декор",Авторская работа Хоум Декор,"Сувениры, подарки авторские",Магнит авторский,0,4605018620019,1,,,,33.66990291262136,820.0,0,2020-02-09 02:31:29,,0,ANG-209 Магнит ''Влюбленные'' 10х10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13185111,Магниты
1,0,"Детские товары, игрушки",Спортивные товары для детей,Спортивный комплекс детский,Песочница,0,4601504033608,1,,,,8.0,1200.0,1,2020-02-07 21:13:35,,0,"Защитный чехол для песочниц PAREMO, цвет Розовый",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10683240,Песочницы
1,0,"Детские товары, игрушки",Спортивные товары для детей,Товары для подвижных игр,"Фингерборд, фингербайк",0,4634444035760,1,,,,6.0,747.0,1,2020-02-07 20:24:54,,0,Спиннер FindusToys Fidget Hand FD-05-06_АРозовый,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14949716,Игрушки-антистресс
1,0,"Парфюмерия, косметика",Парфюмерия,Парфюмерия для мужчин,Духи мужские,0,6223925000458,1,,,,37.52777777777778,350.0,0,2020-02-05 23:02:28,,1,"Духи ""Рамзес"", мужские",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15927546,Парфюмерия
1,0,Канцелярские товары,Писче-бумажная продукция,"Ежедневники, еженедельники, планнер",Ежедневник детский,0,4895028511609,3,,,,6.0,281.0,1,2020-02-09 15:48:31,,0,"Книга для записей LEGO Classic, 51160, черный, линейка, 96 листов",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90747,"Ежедневники, записные книжки"
1,0,"Рукоделие, творчество, хобби",Рукоделие и творчество для взрослых,"Мозаика, гравюра, стразы",Гравюра,0,9785906079718,1,,,,46.0,300.0,0,2020-02-05 09:35:11,,0,"Гравюра ""Мандала"" Премиум",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7850950,"Гравюры, литографии, карты"
1,0,Галантерея,Бижутерия,Браслет бижу,Бижу браслет жесткий женский,0,2090000080018,1,,,,40.0,1260.0,0,2020-02-08 12:24:18,,0,"Браслет бижутерный Aiyony Macie женский синий, BR811054, синий",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91277,Браслеты
1,0,Одежда,Одежда для беременных и кормящих,Домашняя одежда для беременных и кормящих,Костюм домашний для беременных и кормящих,0,4607777057723,1,,,,29.0,1750.0,0,2020-02-06 06:40:13,,0,"8002 Комплект,(халат+сорочка для кормления) 42-52",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811972,Домашняя одежда
1,0,Галантерея,Кожгалантереи,"Бумажник, портмоне, кошелек",Мужской Бумажник,0,4640014264096,1,,,,30.0,1100.0,0,2020-02-09 20:42:01,,1,"Бумажник водителя Форсаж BS03, черный",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812200,Кошельки
1,0,Одежда,Одежда для беременных и кормящих,Домашняя одежда для беременных и кормящих,"Ночная сорочка, пижама для беременных и кормящих",0,01101423,1,,,,22.0,1000.0,0,2020-02-06 18:18:45,,0,"Ночная рубашка Шарлиз 07901 Персик, 42 размер",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811911,Домашняя одежда
1,0,"Мебель, интерьер и декор",Авторская работа Хоум Декор,"Сувениры, подарки авторские","Разное, сувениры авторские",0,4603732909960,1,,,,11.0,650.0,1,2020-02-08 21:51:18,,0,Неваляшка. Девочка темно-бордовая,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14441498,Прочие сувениры
1,0,"Детские товары, игрушки",Спортивные товары для детей,Спортивный комплекс детский,"Палатка, тоннель игровые детские",0,4690590154267,1,,,,10.0,1401.0,1,2020-02-06 21:35:57,,0,"Палатка для игр Играем вместе ""Смешарики"", 266844",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10683242,Игровые домики и палатки
1,0,Одежда,Одежда для беременных и кормящих,Основная одежда для беременных и кормящих,"Платье, сарафан для беременных и кормящих",0,27160201150000,1,,,,59.0,1290.0,0,2020-02-07 19:59:19,,0,"Платье домашнее Мама Мила 27160201150000 Салатовый, 50 размер",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811956,Платья
1,0,Одежда,Одежда для беременных и кормящих,Основная одежда для беременных и кормящих,"Кофта, толстовка, водолазка для беременных",0,4627122490340,1,,,,35.0,1079.4,0,2020-02-05 21:12:21,,0,"Свитшот для беременных и кормящих Mum's Era Олимпиус, цвет: темно-серый. 35211. Размер L (50)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812081,Свитеры и кардиганы
1,0,Одежда,Одежда для беременных и кормящих,Основная одежда для беременных и кормящих,"Брюки, леггинсы, лосины для беременных",0,4627122497387,1,,,,34.92,539.4,0,2020-02-05 08:30:37,,0,"Лосины для беременных Mum's Era Люсия, цвет: серый. 35890. Размер L (50)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812906,Брюки
